method,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,78.78787878787878,78.78787878787878,0.0,255.05757575757576,3.5,0.0002783957018629702,6.979447789490223e-06,0.3606060606060606,330
HILL_CLIMBING,93.33333333333333,93.33333333333333,176.85151515151514,716.5181818181818,17.0,0.0010781857252092576,3.2187497708946466e-05,0.06666666666666667,330
GA_FIXED,90.9090909090909,90.9090909090909,1.4181818181818182,920.7272727272727,80.0,0.0033735752377348333,0.00015116651775315,0.09090909090909091,330
GA_ADAPTIVE,93.03030303030303,93.03030303030303,2.293939393939394,821.0909090909091,80.0,0.003175988845936361,0.0001508329296484,0.0696969696969697,330
