method,function_name,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
HILL_CLIMBING,pin_pattern,52.5,52.5,1473.9083333333333,4023.7916666666665,1280.0,0.00811938921591108,0.0028479160391725,1.3,120
HILL_CLIMBING,shipping_discount,80.0,80.0,20.093333333333334,1626.9466666666667,9.5,0.003805238875405231,3.222899977117777e-05,0.2,150
HILL_CLIMBING,sign_type,100.0,100.0,32.13333333333333,33.13333333333333,10.0,4.007316116863961e-05,1.6853970009833574e-05,0.0,90
HILL_CLIMBING,string_category,86.66666666666667,86.66666666666667,268.32,1346.4133333333334,18.5,0.002384257728699585,3.899994771927595e-05,0.13333333333333333,150
HILL_CLIMBING,transaction_pattern,100.0,100.0,24.977777777777778,25.977777777777778,17.0,7.953240484411796e-05,5.487498128786683e-05,0.0,180
HILL_CLIMBING,triangle_type,99.33333333333333,99.33333333333333,453.3333333333333,502.88,22.5,0.001575914718365895,7.762503810226917e-05,0.006666666666666667,150
HILL_CLIMBING,username_category,83.33333333333334,83.33333333333334,24.261111111111113,1369.9611111111112,17.0,0.003962331278146127,5.608308129012585e-05,0.16666666666666666,180
GA_FIXED,bmi_category,100.0,100.0,18.586666666666666,1566.9333333333334,1200.0,0.006936155227788999,0.00506539555499325,0.0,150
GA_FIXED,list_pattern,100.0,100.0,0.7066666666666667,136.53333333333333,80.0,0.0004724391348038627,0.0001733329845592,0.0,150
GA_FIXED,number_kind,100.0,100.0,2.811111111111111,304.8888888888889,80.0,0.0009276499079229762,6.170803681015968e-05,0.0,90
GA_FIXED,password_strength,93.33333333333333,93.33333333333333,4.833333333333333,1000.0,80.0,0.004407530530200604,0.00021745852427555,0.06666666666666667,120
GA_FIXED,pin_pattern,99.16666666666667,99.16666666666667,27.45,2299.3333333333335,2240.0,0.012264079817881138,0.0118773544672876,0.008333333333333333,120
GA_FIXED,shipping_discount,80.0,80.0,0.86,1680.0,80.0,0.009294560578030794,0.00014033296611155,0.2,150
GA_FIXED,sign_type,100.0,100.0,2.8,304.0,80.0,0.0008958939566380285,5.370890721678734e-05,0.0,90
GA_FIXED,string_category,80.66666666666666,80.66666666666666,0.16,1639.4666666666667,80.0,0.006643628921980611,0.00017087499145415,0.19333333333333333,150
GA_FIXED,transaction_pattern,100.0,100.0,1.6388888888888888,211.11111111111111,80.0,0.0010954271057723622,0.00018422905122855,0.0,180
GA_FIXED,triangle_type,100.0,100.0,4.613333333333333,449.06666666666666,160.0,0.002695235026379374,0.00076214596629135,0.0,150
GA_FIXED,username_category,83.33333333333334,83.33333333333334,0.0,1413.3333333333333,80.0,0.007853068052402962,0.00025727105094115,0.16666666666666666,180
GA_ADAPTIVE,bmi_category,100.0,100.0,17.793333333333333,1503.4666666666667,1160.0,0.0066620661527849335,0.0050154790515079505,0.0,150
GA_ADAPTIVE,list_pattern,100.0,100.0,0.32666666666666666,106.13333333333334,80.0,0.0003119608201086027,0.0001743955072015,0.0,150
GA_ADAPTIVE,number_kind,100.0,100.0,2.3555555555555556,268.44444444444446,80.0,0.000811468051849951,5.985354073345661e-05,0.0,90
GA_ADAPTIVE,password_strength,96.66666666666667,96.66666666666667,5.791666666666667,810.0,80.0,0.003756235067460946,0.00021783349802715,0.03333333333333333,120
GA_ADAPTIVE,pin_pattern,80.83333333333333,80.83333333333333,24.916666666666668,3002.0,2040.0,0.016737178061157414,0.0109956249943934,0.25,120
GA_ADAPTIVE,shipping_discount,80.0,80.0,0.86,1680.0,80.0,0.010736326118931125,0.00013943749945605,0.2,150
GA_ADAPTIVE,sign_type,100.0,100.0,2.7888888888888888,303.1111111111111,80.0,0.0008923731899509616,5.364598473533988e-05,0.0,90
GA_ADAPTIVE,string_category,81.33333333333333,81.33333333333333,0.7866666666666666,1636.2666666666667,80.0,0.0071150155784561716,0.00017270847456524999,0.18666666666666668,150
GA_ADAPTIVE,transaction_pattern,100.0,100.0,1.461111111111111,196.88888888888889,80.0,0.0009856587980821628,0.0001853125286288,0.0,180
GA_ADAPTIVE,triangle_type,99.33333333333333,99.33333333333333,4.213333333333333,464.0,160.0,0.00274625059139599,0.00060631253290915,0.006666666666666667,150
GA_ADAPTIVE,username_category,83.33333333333334,83.33333333333334,0.0,1413.3333333333333,80.0,0.007697157158205859,0.0002442499971948,0.16666666666666666,180
