method,function_name,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,bmi_category,50.66666666666667,50.66666666666667,0.0,613.8266666666667,928.5,0.0004470771791723482,0.00066816649632525,3.0125174999737245,150
RANDOM,list_pattern,100.0,100.0,0.0,29.633333333333333,5.0,6.484002418194542e-05,1.2583506759256124e-05,0.0,150
RANDOM,number_kind,81.11111111111111,81.11111111111111,0.0,261.76666666666665,2.0,0.0001533804474294855,2.7909991331398487e-06,0.3888888888888889,90
RANDOM,password_strength,81.66666666666667,81.66666666666667,0.0,218.03333333333333,3.0,0.000574017018273771,1.245853491127491e-05,0.18333333333333332,120
RANDOM,pin_pattern,25.0,25.0,0.0,750.25,1000.0,0.0011305718857328956,0.0014292084379121002,319.64166666666665,120
RANDOM,shipping_discount,80.0,80.0,0.0,207.28,5.0,0.0003630986351830165,1.0666961316019298e-05,0.2262800398398417,150
RANDOM,sign_type,73.33333333333333,73.33333333333333,0.0,305.3666666666667,4.5,0.00016182180131887517,4.270987119525671e-06,0.6666666666666666,90
RANDOM,string_category,80.0,80.0,0.0,207.56,7.0,0.00043385635750987954,1.6062986105680466e-05,0.2,150
RANDOM,transaction_pattern,83.88888888888889,83.88888888888889,0.0,175.4777777777778,8.5,0.0003885854766445322,2.062495332211256e-05,2.2777777777777777,180
RANDOM,triangle_type,78.0,78.0,0.0,355.3066666666667,133.5,0.0009380827805337533,0.0002844585687853,3.58,150
RANDOM,username_category,83.33333333333334,83.33333333333334,0.0,172.7,5.0,0.0005256162316072649,2.0041537936776876e-05,0.16666666666666666,180
HILL_CLIMBING,bmi_category,100.0,100.0,221.81333333333333,222.81333333333333,214.5,0.00037899692387626937,0.00035737501457325,0.0,150
HILL_CLIMBING,list_pattern,100.0,100.0,18.3,19.3,10.0,4.992165292302265e-05,3.608298720791936e-05,0.0,150
HILL_CLIMBING,number_kind,100.0,100.0,28.0,29.0,2.0,3.500647273742062e-05,4.3539912439882755e-06,0.0,90
HILL_CLIMBING,password_strength,100.0,100.0,208.46666666666667,209.475,20.0,0.0004409183786871384,4.889594856649637e-05,0.0,120
