method,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,75.22875816993464,75.22875816993464,0.0,288.85555555555555,8.0,0.00048007740185661263,2.0249979570508003e-05,26.12210433396865,1530
HILL_CLIMBING,90.98039215686275,90.98039215686275,237.54183006535948,864.4483660130719,19.0,0.001954692174007893,5.347951082512736e-05,0.15490196078431373,1530
GA_FIXED,93.59477124183006,93.59477124183006,5.498692810457516,1022.1699346405229,80.0,0.0050207478113721594,0.00020937499357385,0.06405228758169934,1530
GA_ADAPTIVE,92.41830065359477,92.41830065359477,5.233986928104575,1050.4575163398692,80.0,0.00543216016247036,0.0002131249639205,0.0803921568627451,1530
