method,function_name,target,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,bmi_category,invalid_height,0.0,0.0,0.0,1000.0,1000.0,0.0007863332997657734,0.0007800835010129,3.0717017030476197,30
RANDOM,bmi_category,normal,43.333333333333336,43.333333333333336,0.0,743.5666666666667,1000.0,0.0005763306670511294,0.0007508540002163,2.827439457172798,30
RANDOM,bmi_category,obese,83.33333333333334,83.33333333333334,0.0,426.5,371.5,0.0002999819989781427,0.0002627084977575,2.8905007804130425,30
RANDOM,bmi_category,overweight,26.666666666666668,26.666666666666668,0.0,898.0666666666667,1000.0,0.0006612193988984834,0.00072545799775975,6.272945559235163,30
RANDOM,bmi_category,underweight,100.0,100.0,0.0,1.0,1.0,2.0860670095620054e-06,2.0204970496706665e-06,0.0,30
RANDOM,list_pattern,sorted_unique,100.0,100.0,0.0,11.633333333333333,9.5,2.9783333593510555e-05,2.533350198063999e-05,0.0,30
RANDOM,list_pattern,sorted_with_duplicates,100.0,100.0,0.0,124.23333333333333,85.0,0.00025610413382912503,0.0001883540026028,0.0,30
RANDOM,list_pattern,too_short,100.0,100.0,0.0,3.9,3.0,1.1993166602527101e-05,8.916998922359198e-06,0.0,30
RANDOM,list_pattern,unsorted_unique,100.0,100.0,0.0,1.9666666666666666,2.0,5.9500331796395285e-06,5.187503120396286e-06,0.0,30
RANDOM,list_pattern,unsorted_with_duplicates,100.0,100.0,0.0,6.433333333333334,5.0,1.6052699356805535e-05,1.1833006283268332e-05,0.0,30
RANDOM,number_kind,even,100.0,100.0,0.0,2.0,1.0,2.7222680121970675e-06,2.0834995666518807e-06,0.0,30
RANDOM,number_kind,odd,100.0,100.0,0.0,1.8666666666666667,1.5,2.619500931662818e-06,2.1045052562840283e-06,0.0,30
RANDOM,number_kind,zero,43.333333333333336,43.333333333333336,0.0,781.4333333333333,1000.0,0.00043251526609911444,0.0005463335037347501,1.1666666666666667,30
RANDOM,password_strength,medium,100.0,100.0,0.0,4.1,3.0,1.3765232870355248e-05,1.1499505490064621e-05,0.0,30
RANDOM,password_strength,strong,100.0,100.0,0.0,2.1666666666666665,2.0,7.884599714695165e-06,6.624992238357663e-06,0.0,30
RANDOM,password_strength,weak_no_digit_upper,26.666666666666668,26.666666666666668,0.0,862.5333333333333,1000.0,0.0021946915003354167,0.0025126250038738,0.7333333333333333,30
RANDOM,password_strength,weak_short,100.0,100.0,0.0,3.3333333333333335,3.0,1.2059768293208132e-05,1.056250766851008e-05,0.0,30
RANDOM,pin_pattern,all_same,0.0,0.0,0.0,1000.0,1000.0,0.0013586417325616635,0.00134866699954725,290.1,30
RANDOM,pin_pattern,ordered_sum_20,0.0,0.0,0.0,1000.0,1000.0,0.0015654791670385233,0.0015553749981336,356.03333333333336,30
RANDOM,pin_pattern,other,100.0,100.0,0.0,1.0,1.0,3.973599814344198e-06,3.9579972508363426e-06,0.0,30
