method,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,75.22875816993464,75.22875816993464,0.0,288.85555555555555,8.0,0.00047174524502549927,2.0583502191584557e-05,26.12210433396865,1530
HILL_CLIMBING,90.98039215686275,90.98039215686275,237.54183006535948,864.4483660130719,19.0,0.0018936835880428414,5.4541509598493576e-05,0.15490196078431373,1530
GA_FIXED,93.59477124183006,93.59477124183006,5.498692810457516,1022.1699346405229,80.0,0.004891988856746812,0.00020497950026760001,0.06405228758169934,1530
GA_ADAPTIVE,92.41830065359477,92.41830065359477,5.233986928104575,1050.4575163398692,80.0,0.005308478188199127,0.0002137499977834,0.0803921568627451,1530
