method,function_name,target,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
GA_FIXED,number_kind,zero,100.0,100.0,8.433333333333334,754.6666666666666,720.0,0.0025790235299306134,0.0024369374732486,0.0,30
GA_FIXED,sign_type,negative,100.0,100.0,0.0,80.0,80.0,5.612089686716596e-05,5.206250352784991e-05,0.0,30
GA_FIXED,sign_type,positive,100.0,100.0,0.0,80.0,80.0,4.833343361193935e-05,4.8812536988407373e-05,0.0,30
GA_FIXED,sign_type,zero,100.0,100.0,8.4,752.0,720.0,0.0028110430459491477,0.0029321670299395503,0.0,30
GA_FIXED,string_category,empty,100.0,100.0,0.0,80.0,80.0,0.00017474448929226,0.00017485400894655,0.0,30
GA_FIXED,string_category,long_non_palindrome,100.0,100.0,0.0,80.0,80.0,0.00018194579364106666,0.00018275051843370002,0.0,30
GA_FIXED,string_category,long_palindrome,93.33333333333333,93.33333333333333,21.633333333333333,2338.6666666666665,1840.0,0.009440258327716293,0.0074849374941550004,0.06666666666666667,30
GA_FIXED,string_category,other,100.0,100.0,0.0,80.0,80.0,0.00018016809675217,0.0001796670258045,0.0,30
GA_FIXED,string_category,short_palindrome,100.0,100.0,0.0,80.0,80.0,0.0001992708343701567,0.00020066654542454999,0.0,30
GA_ADAPTIVE,bmi_category,invalid_height,0.0,0.0,1.0333333333333334,8080.0,8080.0,0.03807176947205633,0.0380768960458226,0.1,30
GA_ADAPTIVE,bmi_category,normal,100.0,100.0,0.7333333333333333,138.66666666666666,160.0,0.00032173889921975813,0.00041408353717995003,0.0,30
GA_ADAPTIVE,bmi_category,obese,100.0,100.0,0.0,80.0,80.0,5.387503964205583e-05,5.3895462770015e-05,0.0,30
GA_ADAPTIVE,bmi_category,overweight,100.0,100.0,1.2333333333333334,178.66666666666666,160.0,0.0005008027656003479,0.00041674997191875,0.0,30
GA_ADAPTIVE,bmi_category,underweight,100.0,100.0,0.36666666666666664,109.33333333333333,80.0,0.00018487913766874456,5.337502807378769e-05,0.0,30
GA_ADAPTIVE,list_pattern,sorted_unique,100.0,100.0,0.0,80.0,80.0,0.0001326040325996333,0.00013283302541815001,0.0,30
GA_ADAPTIVE,list_pattern,sorted_with_duplicates,100.0,100.0,19.233333333333334,1618.6666666666667,1320.0,0.008918701457635764,0.0067895000101998,0.0,30
GA_ADAPTIVE,list_pattern,too_short,100.0,100.0,0.0,80.0,80.0,0.00012309582671146335,0.00012249953579155,0.0,30
GA_ADAPTIVE,list_pattern,unsorted_unique,100.0,100.0,0.0,80.0,80.0,0.00014284863524753665,0.00014222902245815,0.0,30
GA_ADAPTIVE,list_pattern,unsorted_with_duplicates,100.0,100.0,0.0,80.0,80.0,0.00014166255714367,0.00014097947860129998,0.0,30
GA_ADAPTIVE,number_kind,even,100.0,100.0,0.0,80.0,80.0,5.087483829508225e-05,5.0875009037554264e-05,0.0,30
GA_ADAPTIVE,number_kind,odd,100.0,100.0,0.0,80.0,80.0,5.1672395784407854e-05,5.162501474842429e-05,0.0,30
GA_ADAPTIVE,number_kind,zero,100.0,100.0,7.066666666666666,645.3333333333334,560.0,0.002174302695008563,0.00185768748633555,0.0,30
GA_ADAPTIVE,sign_type,negative,100.0,100.0,0.0,80.0,80.0,5.272359897692998e-05,5.191704258322716e-05,0.0,30
GA_ADAPTIVE,sign_type,positive,100.0,100.0,0.0,80.0,80.0,4.940136568620801e-05,4.9458001740276814e-05,0.0,30
GA_ADAPTIVE,sign_type,zero,100.0,100.0,7.366666666666666,669.3333333333334,640.0,0.002296823678382937,0.0021807710290886,0.0,30
GA_ADAPTIVE,string_category,empty,100.0,100.0,0.0,80.0,80.0,0.00017401938093821,0.00017518748063585,0.0,30
GA_ADAPTIVE,string_category,long_non_palindrome,100.0,100.0,0.0,80.0,80.0,0.00018858894084885,0.00018843798898155,0.0,30
GA_ADAPTIVE,string_category,long_palindrome,100.0,100.0,23.0,1920.0,1240.0,0.008043569535948283,0.00504958297824485,0.0,30
GA_ADAPTIVE,string_category,other,100.0,100.0,0.0,80.0,80.0,0.00018412353626136334,0.00018297892529510002,0.0,30
GA_ADAPTIVE,string_category,short_palindrome,100.0,100.0,0.0,80.0,80.0,0.00020388740425304001,0.0002047705347649,0.0,30
